date,blankenstein,hölle,hof,kautendorf,oberkotzau,rehau,weißdorf
09.03.2004,5.4,1.11,2.43,0.49,1.07,1.07,NA
10.03.2004,5.06,1.18,2.46,0.51,NA,NA,0.35
11.03.2004,5.4,1.12,2.49,0.49,NA,NA,NA
12.03.2004,5.06,1.12,2.41,0.44,NA,NA,NA
13.03.2004,5.4,1.17,2.71,0.57,1.15,1.15,0.41
14.03.2004,7.64,1.75,3.38,0.83,1.49,1.49,0.89
15.03.2004,11.1,2.54,4.92,1.21,1.99,1.99,1.2
16.03.2004,14.8,3.62,5.89,1.34,2.44,2.44,1.27
17.03.2004,14.8,3.41,5.4,1.16,2.19,2.19,1.06
18.03.2004,12.2,2.94,4.7,1.07,1.78,1.78,0.79
19.03.2004,10.6,2.67,4.45,0.92,1.55,1.55,0.63
20.03.2004,12.8,3.86,4.74,0.92,1.99,1.99,0.9
21.03.2004,24.5,7.39,7.88,1.17,3.61,3.61,1.58
22.03.2004,25.2,6.26,7.16,1.43,3.12,3.12,1.05
23.03.2004,18.9,5.45,5.56,1.18,2.63,2.63,0.84
24.03.2004,17.5,5.22,6.05,1.26,2.91,2.91,1.07
25.03.2004,20.3,4.86,7.6,2.03,2.81,2.81,1.04
26.03.2004,16.8,4.09,6.45,1.71,2.36,2.36,0.78
27.03.2004,14.1,3.62,5.56,1.47,2,2,0.68
28.03.2004,12.2,3.28,5.04,1.31,1.74,1.74,0.62
29.03.2004,12.2,2.92,4.72,1.19,1.44,1.44,0.56
30.03.2004,11.1,2.63,4.38,1.04,1.28,1.28,0.52
31.03.2004,10.1,2.33,4.03,0.95,1.22,1.22,0.5
01.04.2004,9.68,2.18,3.9,0.93,1.24,1.24,NA
02.04.2004,9.24,2.05,3.55,0.87,1.27,1.27,0.49
03.04.2004,8.82,1.89,3.62,0.85,1.3,1.3,0.43
04.04.2004,8.03,1.74,3.37,0.76,1.34,1.34,0.4
05.04.2004,8.42,2.01,3.3,0.69,1.38,1.38,0.41
06.04.2004,14.1,3.64,4.58,0.9,1.87,1.87,1.04
07.04.2004,15.4,3.31,5.65,1.12,1.69,1.69,0.87
08.04.2004,13.5,3.4,5.35,0.98,1.74,1.74,1.14
09.04.2004,15.4,3.47,6.31,0.94,1.67,1.67,1.29
10.04.2004,12.2,2.93,4.98,0.81,1.47,1.47,0.82
11.04.2004,10.6,2.58,4.34,0.71,1.44,1.44,0.68
12.04.2004,9.24,2.33,3.78,0.65,1.44,1.44,0.61
13.04.2004,8.42,2.23,3.55,0.6,1.37,1.37,0.58
14.04.2004,8.42,2.09,3.42,0.57,1.35,1.35,0.55
15.04.2004,8.03,1.98,3.12,0.53,1.2,1.2,0.52
16.04.2004,7.64,1.88,2.93,0.48,1.12,1.12,0.5
17.04.2004,7.64,1.83,2.92,0.51,0.97,0.97,0.46
18.04.2004,7.25,1.7,2.78,0.48,0.96,0.96,0.41
19.04.2004,8.42,2.08,3,0.49,1.28,1.28,0.44
20.04.2004,8.42,1.78,3.17,0.52,1.26,1.26,0.45
21.04.2004,7.25,1.58,2.72,0.43,1.13,1.13,0.38
22.04.2004,6.11,1.5,2.46,0.41,1,1,0.34
23.04.2004,5.75,1.48,2.36,0.41,1.04,1.04,0.37
24.04.2004,6.11,1.46,2.48,0.39,1.09,1.09,NA
25.04.2004,5.75,1.36,2.44,0.37,NA,NA,NA
26.04.2004,5.06,1.26,2.26,0.37,0.99,0.99,0.33
27.04.2004,4.72,1.25,2.23,0.39,1,1,0.3
28.04.2004,4.72,1.25,2.1,0.32,1.01,1.01,NA
29.04.2004,4.72,1.19,2.09,0.33,1,1,0.28
30.04.2004,4.72,1.15,1.93,0.35,1,1,0.28
01.05.2004,5.4,1.49,5.14,0.32,1,1,NA
02.05.2004,10.1,2.11,2.71,0.52,NA,NA,0.28
03.05.2004,6.48,1.61,2.51,0.49,1,1,0.27
04.05.2004,6.11,1.33,2.34,0.41,1.01,1.01,0.26
05.05.2004,8.82,2.31,3.25,0.48,1.09,1.09,0.35
06.05.2004,10.1,2.37,3.85,0.77,1.09,1.09,0.38
07.05.2004,32.9,9.51,10.43,2.21,1.5,1.5,2.42
08.05.2004,43.4,10.19,14.63,3.76,1.7,1.7,2.28
09.05.2004,28.7,6.75,8.32,1.84,1.45,1.45,0.78
10.05.2004,21,5.47,6.55,1.37,1.35,1.35,0.63
11.05.2004,22.4,4.98,7.25,1.55,1.41,1.41,0.55
12.05.2004,21.7,4.16,6.64,1.32,1.38,1.38,0.47
13.05.2004,15.4,3.57,5.44,1.1,1.35,1.35,0.44
14.05.2004,13.5,3.2,4.99,0.99,NA,NA,0.42
15.05.2004,11.7,2.8,4.49,0.86,NA,NA,0.37
16.05.2004,13.5,3.04,4.52,0.89,NA,NA,0.42
17.05.2004,11.7,2.52,4.2,0.81,NA,NA,NA
18.05.2004,10.1,2.26,3.81,0.66,1.23,1.23,0.36
19.05.2004,9.24,2.12,3.46,0.56,1.11,1.11,0.31
20.05.2004,8.03,1.96,3.12,0.5,1.1,1.1,NA
21.05.2004,9.24,2.75,3.71,0.44,NA,NA,0.3
22.05.2004,8.82,2.1,3.5,0.79,1.18,1.18,0.31
23.05.2004,7.25,1.92,3.11,0.58,1.17,1.17,0.29
24.05.2004,7.25,1.82,3.09,0.66,1.2,1.2,0.27
25.05.2004,6.48,1.71,2.88,0.57,NA,NA,0.27
26.05.2004,6.11,1.63,2.75,0.46,1.11,1.11,0.23
27.05.2004,5.75,1.62,2.6,0.44,1.11,1.11,0.21
28.05.2004,5.06,1.7,2.53,0.4,1.1,1.1,0.2
29.05.2004,4.72,1.56,2.28,0.39,1,1,0.21
30.05.2004,4.72,1.51,2.22,0.38,1.01,1.01,NA
31.05.2004,4.06,1.45,2.15,NA,1,1,0.19
01.06.2004,4.72,1.59,2.23,0.36,1.01,1.01,0.23
02.06.2004,4.72,1.58,2.3,0.39,1.02,1.02,0.24
03.06.2004,4.39,1.48,2.28,0.38,NA,NA,0.23
04.06.2004,4.39,1.39,2.19,0.35,1.01,1.01,NA
05.06.2004,5.06,1.75,2.34,0.41,1.05,1.05,0.24
06.06.2004,5.4,1.56,2.69,0.45,1.1,1.1,0.27
07.06.2004,4.39,1.3,2.18,0.31,1.01,1.01,0.22
08.06.2004,3.74,1.2,1.79,0.27,1.01,1.01,0.19
09.06.2004,3.42,1.11,1.86,0.22,1.01,1.01,0.25
10.06.2004,5.75,1.25,2.41,0.3,1,1,0.25
11.06.2004,6.11,1.2,2.5,0.35,1.04,1.04,0.24
12.06.2004,6.48,1.48,2.9,0.46,1.1,1.1,0.28
13.06.2004,6.48,1.28,2.67,0.48,NA,NA,0.24
14.06.2004,5.75,1.18,2.53,0.53,1.01,1.01,0.22
15.06.2004,5.06,1.1,2.14,0.36,1.02,1.02,0.19
16.06.2004,5.06,1.22,2.16,0.34,1.03,1.03,0.21
17.06.2004,4.72,1.08,2.12,0.36,1.01,1.01,0.21
18.06.2004,6.48,1.42,2.86,0.4,1.09,1.09,0.29
19.06.2004,6.11,1.36,2.54,0.4,NA,NA,0.28
20.06.2004,5.75,1.14,2.51,0.36,NA,NA,0.25
21.06.2004,5.06,1.09,1.86,0.3,0.98,0.98,0.21
22.06.2004,4.72,1.01,1.93,0.27,1.01,1.01,0.21
23.06.2004,4.06,0.94,1.73,0.26,1.06,1.06,0.2
24.06.2004,3.74,0.92,1.68,0.24,NA,NA,0.18
25.06.2004,3.42,0.83,1.53,0.23,NA,NA,0.18
26.06.2004,2.87,0.78,1.45,0.19,NA,NA,0.18
27.06.2004,3.74,0.81,1.66,0.22,NA,NA,0.18
28.06.2004,3.74,0.86,1.59,0.21,NA,NA,0.2
29.06.2004,3.42,0.79,1.52,0.2,1.01,1.01,0.16
30.06.2004,3.12,0.7,1.41,0.18,0.98,0.98,0.13
01.07.2004,3.12,0.77,1.36,0.16,0.94,0.94,NA
02.07.2004,3.12,0.82,1.48,0.16,1.02,1.02,0.12
03.07.2004,3.74,0.99,1.96,0.18,1.03,1.03,0.15
04.07.2004,4.72,0.96,1.82,0.24,1.01,1.01,0.16
05.07.2004,4.39,0.95,1.72,0.23,1.04,1.04,0.16
06.07.2004,3.74,0.8,1.63,0.18,1.02,1.02,0.16
07.07.2004,3.74,0.75,1.45,0.12,0.97,0.97,0.16
08.07.2004,3.12,1.28,3.83,0.19,1.15,1.15,0.14
09.07.2004,7.25,1.57,3.32,0.7,1.11,1.11,0.24
10.07.2004,4.72,0.97,2.35,0.49,1.02,1.02,0.18
11.07.2004,3.74,0.93,2.17,0.35,1.03,1.03,NA
12.07.2004,3.74,0.91,2.15,0.29,NA,NA,0.2
13.07.2004,3.74,0.92,2.01,0.27,NA,NA,0.36
14.07.2004,3.42,0.86,1.91,0.23,1.02,1.02,0.24
15.07.2004,3.12,0.98,1.83,0.22,1.03,1.03,0.21
16.07.2004,4.06,1.06,2.18,0.24,1.09,1.09,0.39
17.07.2004,3.42,0.85,1.99,0.21,1.03,1.03,0.37
18.07.2004,3.42,1.03,1.76,0.17,1.03,1.03,0.28
19.07.2004,5.75,1.63,2.53,0.23,1.1,1.1,0.46
20.07.2004,4.72,1.09,3.64,0.24,1.07,1.07,0.31
21.07.2004,7.25,1.38,3.45,0.46,1.05,1.05,0.3
22.07.2004,5.4,1.27,2.34,0.31,1.05,1.05,0.21
23.07.2004,4.39,1.07,2.15,0.18,NA,NA,0.19
24.07.2004,7.64,2.47,3.29,0.26,1.1,1.1,0.35
25.07.2004,5.75,1.33,2.76,0.41,1.04,1.04,0.28
26.07.2004,4.72,1.15,2.21,0.26,NA,NA,0.24
27.07.2004,4.39,1.05,2.15,0.25,1.02,1.02,0.26
28.07.2004,3.74,0.87,1.82,0.21,1.04,1.04,0.23
29.07.2004,2.87,0.94,1.62,0.18,1.02,1.02,0.21
30.07.2004,2.87,0.83,1.55,0.16,1,1,0.22
31.07.2004,2.67,0.8,1.5,0.15,0.95,0.95,0.27
01.08.2004,2.67,0.81,1.54,0.13,0.98,0.98,NA
02.08.2004,2.67,0.77,1.47,0.12,1.02,1.02,0.26
03.08.2004,2.67,0.75,1.45,0.1,NA,NA,0.28
04.08.2004,2.67,0.74,1.39,0.09,0.95,0.95,0.28
05.08.2004,2.67,0.7,1.32,0.09,NA,NA,0.25
06.08.2004,2.67,0.7,1.29,0.09,NA,NA,0.25
07.08.2004,2.51,0.63,1.3,0.1,0.88,0.88,0.24
08.08.2004,2.24,0.63,1.31,0.07,NA,NA,0.21
09.08.2004,2.51,0.6,1.27,0.08,0.81,0.81,0.2
10.08.2004,2.37,0.61,1.27,0.08,0.82,0.82,0.19
11.08.2004,2.67,0.6,1.36,0.07,0.88,0.88,0.23
12.08.2004,2.24,0.61,1.38,0.07,0.85,0.85,0.23
13.08.2004,4.72,1.66,2.46,0.16,0.92,0.92,0.31
14.08.2004,7.25,1.86,3.09,0.35,0.91,0.91,0.32
15.08.2004,4.39,0.96,1.67,0.26,0.88,0.88,0.28
16.08.2004,2.87,0.82,1.39,0.2,0.87,0.87,0.24
17.08.2004,2.87,0.77,1.38,0.14,NA,NA,0.23
18.08.2004,2.87,0.77,1.39,0.15,0.84,0.84,0.21
19.08.2004,2.67,0.71,1.29,0.12,NA,NA,0.12
20.08.2004,3.12,1.07,1.54,0.12,0.88,0.88,NA
21.08.2004,3.42,0.9,1.54,0.15,0.88,0.88,0.13
22.08.2004,3.12,1.02,1.52,0.14,0.88,0.88,0.18
23.08.2004,3.42,0.83,1.47,0.11,0.95,0.95,0.17
24.08.2004,3.12,0.9,1.49,0.12,1.03,1.03,0.15
25.08.2004,3.42,0.9,1.59,NA,1.03,1.03,0.19
26.08.2004,3.74,0.96,1.56,0.19,1.02,1.02,0.18
27.08.2004,3.74,0.89,1.56,0.11,1.07,1.07,NA
28.08.2004,3.42,1.02,1.52,0.13,0.99,0.99,0.17
29.08.2004,3.42,1.03,1.54,0.14,1.03,1.03,0.18
30.08.2004,4.06,1.39,2.17,0.15,1.29,1.29,0.33
31.08.2004,6.48,1.6,2.48,0.19,1.32,1.32,0.34
01.09.2004,4.39,1.19,1.49,0.16,0.99,0.99,0.2
02.09.2004,3.42,0.97,1.4,0.1,0.91,0.91,0.17
03.09.2004,2.67,0.84,1.37,0.11,0.93,0.93,0.24
04.09.2004,2.67,0.82,1.35,0.08,0.94,0.94,0.13
05.09.2004,2.67,0.75,1.37,0.09,0.91,0.91,0.12
06.09.2004,2.67,0.82,1.32,0.07,0.86,0.86,0.13
07.09.2004,2.67,0.73,1.3,0.06,0.83,0.83,0.12
08.09.2004,2.51,0.63,1.29,0.07,0.84,0.84,NA
09.09.2004,2.67,0.65,1.28,0.07,0.85,0.85,0.12
10.09.2004,2.51,0.65,1.3,0.06,0.81,0.81,0.1
11.09.2004,2.51,0.63,1.3,0.05,0.83,0.83,0.11
12.09.2004,3.12,1.26,1.72,0.09,0.86,0.86,NA
13.09.2004,3.42,0.94,1.4,0.08,0.88,0.88,0.11
14.09.2004,2.67,0.75,1.35,0.08,1.13,1.13,NA
15.09.2004,2.67,0.72,1.35,0.06,0.86,0.86,NA
16.09.2004,2.67,0.82,1.34,0.1,0.88,0.88,NA
17.09.2004,2.67,0.8,1.29,0.09,0.84,0.84,0.12
18.09.2004,2.67,0.77,1.29,0.06,0.85,0.85,0.14
19.09.2004,2.67,0.77,1.29,0.05,0.82,0.82,0.13
20.09.2004,2.67,0.72,1.28,0.07,0.81,0.81,0.11
21.09.2004,2.87,0.89,1.31,0.04,0.89,0.89,0.13
22.09.2004,3.42,1,1.55,0.06,0.89,0.89,0.14
23.09.2004,14.8,5.21,5.71,0.56,2.16,2.16,1.05
24.09.2004,18.2,3.95,6.19,1.47,2.95,2.95,2.03
25.09.2004,11.7,2.7,3.82,0.77,1.82,1.82,0.61
26.09.2004,10.1,2.47,3.81,0.9,1.84,1.84,0.68
27.09.2004,8.82,2.24,3.65,0.65,1.51,1.51,0.47
28.09.2004,6.86,1.72,2.53,0.49,1.23,1.23,0.38
29.09.2004,6.11,1.86,2.46,0.39,1.18,1.18,0.35
30.09.2004,6.48,1.92,2.33,0.46,1.11,1.11,0.31
01.10.2004,5.75,1.63,2.05,0.37,1.07,1.07,0.29
02.10.2004,5.4,1.63,1.92,0.33,1.16,1.16,0.29
03.10.2004,4.72,1.47,1.74,0.28,0.99,0.99,0.24
04.10.2004,4.06,1.24,1.84,0.24,0.89,0.89,0.22
05.10.2004,4.06,1.25,1.48,0.21,0.83,0.83,0.21
06.10.2004,3.42,1.19,1.51,0.2,0.88,0.88,0.2
07.10.2004,5.4,1.57,1.77,0.25,1.12,1.12,0.24
08.10.2004,4.72,1.45,1.79,0.24,1.12,1.12,0.29
09.10.2004,5.75,1.64,2.11,0.31,1.28,1.28,0.33
10.10.2004,4.72,1.17,1.9,0.24,1.09,1.09,0.26
11.10.2004,3.74,1.02,2.03,0.21,1.04,1.04,0.21
12.10.2004,4.39,1.08,2.59,0.2,0.88,0.88,NA
13.10.2004,4.72,0.99,3,0.2,0.91,0.91,NA
14.10.2004,5.06,0.96,2.66,0.19,0.95,0.95,0.19
15.10.2004,5.06,1.01,2.6,0.2,0.97,0.97,0.2
16.10.2004,5.75,1.21,2.86,0.28,1.02,1.02,0.21
17.10.2004,5.4,1.14,2.72,0.24,0.87,0.87,0.23
18.10.2004,6.11,1.43,2.7,0.25,1,1,0.21
19.10.2004,5.75,1.47,2.75,0.25,1.01,1.01,0.28
20.10.2004,5.06,1.2,2.58,0.22,0.94,0.94,0.26
21.10.2004,5.4,1.53,2.82,0.24,0.97,0.97,0.24
22.10.2004,5.06,1.31,2.63,0.23,0.94,0.94,0.23
23.10.2004,5.06,1.32,2.61,0.26,0.95,0.95,NA
24.10.2004,4.72,1.24,2.55,0.2,0.93,0.93,0.2
25.10.2004,4.39,1.04,2.17,0.19,0.92,0.92,0.21
26.10.2004,5.06,1.44,2.67,0.23,1.11,1.11,0.35
27.10.2004,11.1,3.03,4.15,0.68,1.72,1.72,0.71
28.10.2004,9.24,1.98,4.05,0.56,1.44,1.44,0.47
29.10.2004,7.25,1.56,3.3,0.38,1.17,1.17,0.35
30.10.2004,8.42,1.91,3.89,0.64,1.47,1.47,1.17
31.10.2004,11.7,1.81,5.89,1.4,2.17,2.17,0.71
01.11.2004,8.82,1.63,3.75,0.73,1.44,1.44,0.44
02.11.2004,7.64,1.61,3.67,0.52,1.15,1.15,0.35
03.11.2004,6.86,1.46,3.08,0.44,1.14,1.14,0.35
04.11.2004,6.11,1.49,2.44,0.4,1.02,1.02,0.34
05.11.2004,5.4,1.51,1.59,0.38,0.99,0.99,0.3
06.11.2004,5.06,1.45,2.32,0.43,1.05,1.05,0.31
07.11.2004,5.75,1.57,2.19,0.55,1.16,1.16,0.38
08.11.2004,7.64,1.94,2.68,0.82,1.27,1.27,0.42
09.11.2004,7.64,1.87,2.56,0.69,1.24,1.24,0.44
10.11.2004,7.64,1.99,2.7,0.75,1.32,1.32,0.45
11.11.2004,8.42,2.09,3.11,0.81,1.42,1.42,0.6
12.11.2004,10.6,2.75,3.76,1.07,1.84,1.84,0.8
13.11.2004,16.1,3.44,4.79,1.63,2.12,2.12,0.75
14.11.2004,16.1,3.09,4.83,1.73,1.86,1.86,0.63
15.11.2004,12.8,2.63,4.19,1.43,1.49,1.49,0.5
16.11.2004,11.1,2.67,3.61,1.23,1.36,1.36,0.45
17.11.2004,11.7,3.03,3.81,1.36,1.6,1.6,0.66
18.11.2004,23.8,8.25,7.05,1.66,4.12,4.12,3.69
19.11.2004,72.8,26,25.07,5.95,16.22,16.22,9.03
20.11.2004,59.5,14.47,19.52,5.88,9.13,9.13,2.13
21.11.2004,39.9,9.83,10.98,4.03,4.4,4.4,1.49
22.11.2004,37.8,10.46,10.7,3.54,5.05,5.05,3.87
23.11.2004,63.4,19.43,22.13,6.98,13.61,13.61,5.69
24.11.2004,53.9,13.71,18.02,5.94,8.37,8.37,2.32
25.11.2004,39.9,9.76,11.4,3.95,4.66,4.66,1.53
26.11.2004,31.5,7.95,9.31,2.96,3.81,3.81,1.23
27.11.2004,27.3,6.82,8.36,2.48,3.45,3.45,NA
28.11.2004,25.2,6.05,7.92,2.38,3.41,3.41,1.11
29.11.2004,23.1,5.31,7.39,2.08,3.09,3.09,1.01
30.11.2004,20.3,4.5,6.58,1.73,2.8,2.8,0.9
01.12.2004,17.5,4.17,5.93,1.48,2.58,2.58,0.83
02.12.2004,16.1,3.69,5.53,1.34,2.45,2.45,NA
03.12.2004,14.8,3.4,5.37,1.23,NA,NA,0.8
04.12.2004,13.5,3,4.96,1.11,2.23,2.23,0.74
05.12.2004,12.2,2.71,4.72,0.96,2.07,2.07,0.68
06.12.2004,11.1,2.55,4.43,1.03,2.01,2.01,0.62
07.12.2004,10.6,2.41,4.07,0.92,1.95,1.95,0.61
08.12.2004,9.68,2.18,3.92,0.87,1.84,1.84,0.58
09.12.2004,8.82,2.16,3.76,0.82,1.73,1.73,0.55
10.12.2004,8.42,2.04,3.58,0.79,1.71,1.71,0.5
11.12.2004,8.03,1.85,3.33,0.74,1.62,1.62,0.46
12.12.2004,6.86,1.81,3.14,0.7,1.56,1.56,0.44
13.12.2004,6.86,1.7,3.02,0.67,1.53,1.53,0.5
14.12.2004,6.86,1.71,2.87,0.64,1.48,1.48,NA
15.12.2004,6.11,1.58,2.64,0.58,1.4,1.4,0.46
16.12.2004,5.4,1.58,2.11,0.67,1.54,1.54,0.43
17.12.2004,7.25,1.67,3.05,0.65,1.46,1.46,0.48
18.12.2004,10.6,2.61,3.7,0.61,1.92,1.92,0.6
19.12.2004,9.68,1.99,3.55,0.58,1.72,1.72,0.48
20.12.2004,7.64,1.54,2.72,0.57,1.59,1.59,0.41
21.12.2004,4.39,1.47,1.85,NA,NA,NA,0.44
22.12.2004,4.39,1.54,2.82,0.28,NA,NA,0.4
23.12.2004,5.75,1.93,3.35,1.59,1.81,1.81,0.84
24.12.2004,36.4,10.35,10.37,2.59,6.99,6.99,4.85
25.12.2004,45.5,10.22,14.77,1.94,7.7,7.7,2.27
26.12.2004,32.2,6.91,8.95,1.75,4.22,4.22,1.27
27.12.2004,25.2,5.59,7.29,1.57,3.18,3.18,1.02
28.12.2004,20.3,4.73,6.26,1.39,2.59,2.59,0.87
29.12.2004,16.8,4.39,5.38,1.23,2.41,2.41,0.78
30.12.2004,14.1,3.63,4.82,1.15,2.12,2.12,0.73
31.12.2004,12.8,3.43,4.56,1.11,2.16,2.16,0.7
01.01.2005,18.2,4.79,6.07,1.15,3.17,3.17,1.12
02.01.2005,32.9,8.74,10,NA,5.6,5.6,1.82
03.01.2005,30.8,6.79,9.73,1.33,4.21,4.21,1.23
04.01.2005,28.7,7.31,8.51,1.63,3.89,3.89,1.34
05.01.2005,27.3,6.74,8.35,1.96,3.7,3.7,1.14
06.01.2005,28.7,8.2,9.53,1.96,4.91,4.91,2.33
07.01.2005,28,7.16,9.32,1.82,4.56,4.56,1.36
08.01.2005,24.5,6.63,7.82,1.69,3.67,3.67,1.03
09.01.2005,21.7,5.92,7.06,1.55,3.22,3.22,0.93
10.01.2005,19.6,5.23,6.34,1.43,2.92,2.92,0.9
11.01.2005,17.5,4.77,5.81,1.34,2.71,2.71,0.9
12.01.2005,16.1,4.5,5.55,1.25,2.61,2.61,0.9
13.01.2005,16.1,4.42,5.57,1.16,2.72,2.72,0.89
14.01.2005,14.8,3.98,5.04,1.09,2.7,2.7,0.83
15.01.2005,13.5,3.54,5.09,1.03,2.49,2.49,NA
16.01.2005,11.7,3.16,4.76,0.95,2.33,2.33,0.72
17.01.2005,10.6,2.84,4.5,0.87,2.23,2.23,0.66
18.01.2005,11.7,3.48,4.69,0.91,2.4,2.4,0.89
19.01.2005,14.8,3.85,5.54,0.97,2.99,2.99,1.03
20.01.2005,18.2,6.8,8.77,1.23,4.96,4.96,4.28
21.01.2005,74.6,27.53,30.85,3.57,26.94,26.94,8.07
22.01.2005,50.4,14.23,18.3,3.71,8.67,8.67,2.05
23.01.2005,35.7,10.04,12.16,2.4,6.03,6.03,1.59
24.01.2005,32.2,8.55,10.68,2.02,5.19,5.19,1.34
25.01.2005,28.7,7.24,9.72,1.84,4.67,4.67,1.23
26.01.2005,25.2,6.07,8.89,1.63,4.14,4.14,1.1
27.01.2005,23.1,5.38,8.25,1.55,4.19,4.19,1.1
28.01.2005,21.7,4.64,8.11,1.47,3.8,3.8,1.01
29.01.2005,18.9,4.16,7.12,1.4,3.54,3.54,0.96
30.01.2005,17.5,3.66,7.21,1.2,3.42,3.42,0.89
31.01.2005,16.8,3.63,6.68,1.12,3.27,3.27,0.87
01.02.2005,16.3,3.6,6.57,1.13,3.27,3.27,0.87
02.02.2005,15.6,3.26,6.39,1.05,3.06,3.06,0.87
03.02.2005,16.3,3.24,6.29,1.08,NA,NA,0.83
04.02.2005,15,2.95,6.02,1.1,3.05,3.05,0.77
05.02.2005,13.3,2.64,5.5,1.06,2.96,2.96,0.71
06.02.2005,10.6,2.51,5.05,NA,NA,NA,0.73
07.02.2005,10.1,2.34,5.38,1.03,NA,NA,0.66
08.02.2005,10.1,2.2,5.5,0.84,NA,NA,0.66
09.02.2005,9.64,2.15,4.94,0.88,NA,NA,0.63
10.02.2005,10.6,2.29,4.92,0.95,2.64,2.64,0.66
11.02.2005,26.5,7.14,9.05,2.09,5.84,5.84,3.73
12.02.2005,95.6,24.92,37.27,10.9,27.71,27.71,11.71
13.02.2005,168,36.71,69.97,13.78,36.93,36.93,8.71
14.02.2005,94.4,18.51,25.11,8.15,14.68,14.68,3.07
15.02.2005,67.5,12.63,20.75,5.45,10.77,10.77,2.28
16.02.2005,52.3,9.98,17.09,4.45,8.95,8.95,1.95
17.02.2005,43.4,8.41,15.36,3.91,7.8,7.8,1.69
18.02.2005,36.2,7.05,14,3.31,7,7,1.46
19.02.2005,31.8,6.16,13.02,2.99,6.48,6.48,1.3
20.02.2005,29.4,5.65,12.25,2.65,6.13,6.13,1.18
21.02.2005,26.5,5.1,11.48,2.34,5.76,5.76,1.16
22.02.2005,25.1,4.72,10.68,2.09,5.28,5.28,1.1
23.02.2005,23.8,4.37,10.01,1.91,5.19,5.19,1.05
24.02.2005,21,3.93,9.03,1.7,4.8,4.8,0.95
25.02.2005,18.3,3.52,7.99,1.81,4.44,4.44,0.91
26.02.2005,17.6,3.46,8.08,1.6,4.18,4.18,0.79
27.02.2005,16.3,3.26,7.46,1.48,4.06,4.06,0.79
28.02.2005,14.4,2.8,6.94,NA,3.89,3.89,0.77
01.03.2005,13.3,2.92,6.74,NA,3.8,3.8,0.79
02.03.2005,12.2,2.69,6.91,1.38,3.84,3.84,0.72
03.03.2005,11.1,2.46,NA,1.4,3.87,3.87,0.73
04.03.2005,10.6,2.5,NA,1.33,3.63,3.63,0.64
05.03.2005,10.1,2.41,NA,1.24,3.03,3.03,NA
06.03.2005,10.1,2.24,NA,1.12,2.89,2.89,0.63
07.03.2005,9.15,2.19,5.5,1.19,2.7,2.7,0.64
08.03.2005,9.15,2.11,5.27,1.06,2.67,2.67,0.71
09.03.2005,8.7,2.11,5.46,0.91,2.6,2.6,0.68
10.03.2005,8.7,2.06,4.85,0.85,2.46,2.46,0.63
11.03.2005,8.7,1.93,4.37,0.77,2.33,2.33,0.56
12.03.2005,10.1,2.18,5.17,1.07,2.61,2.61,0.6
13.03.2005,10.1,2.08,5.11,0.92,2.5,2.5,0.61
14.03.2005,9.64,2.01,4.82,0.85,2.48,2.48,0.58
15.03.2005,10.1,2.12,4.83,0.82,2.43,2.43,0.59
16.03.2005,14.4,3.3,6.23,1.22,3.36,3.36,1.16
17.03.2005,48.9,10.99,14.38,3.5,10.09,10.09,4.93
18.03.2005,128,25.41,38.22,11.34,24.03,24.03,6.34
19.03.2005,113,20.88,31.43,10.48,16.5,16.5,3.08
20.03.2005,76.9,13.79,22.21,6.35,9.66,9.66,1.87
21.03.2005,55.8,10.17,15.96,4.63,7.1,7.1,1.54
22.03.2005,43.4,8.59,13.76,3.97,6.05,6.05,1.37
23.03.2005,40.2,7.74,12.7,3.56,5.89,5.89,1.4
24.03.2005,36.2,7.21,12.11,3.26,5.84,5.84,1.39
25.03.2005,33.5,6.77,11.79,3.12,5.76,5.76,1.32
26.03.2005,36.2,7.26,12.37,3.11,6.41,6.41,1.51
27.03.2005,31,6.43,11.09,2.76,5.42,5.42,1.25
28.03.2005,27.9,6.01,10.1,2.36,4.95,4.95,1.06
29.03.2005,26.5,6.03,9.32,2.13,4.67,4.67,1.22
30.03.2005,26.5,5.5,9.79,2.89,4.92,4.92,1.36
31.03.2005,23.8,4.53,9.05,2.34,4.4,4.4,1.04
01.04.2005,20.3,4.02,8.05,1.94,4,4,0.91
02.04.2005,19,3.68,7.43,1.74,3.74,3.74,0.82
03.04.2005,16.3,3.29,6.88,1.53,3.45,3.45,0.76
04.04.2005,15.6,3.22,6.36,1.37,3.48,3.48,0.72
05.04.2005,15,3.03,6.24,1.28,3.59,3.59,NA
06.04.2005,13.8,2.88,5.87,1.17,3.35,3.35,0.66
07.04.2005,16.9,3.72,5.94,1.2,3.46,3.46,0.67
08.04.2005,17.6,3.97,6.3,1.25,3.63,3.63,0.76
09.04.2005,15.6,3.45,5.97,1.2,3.52,3.52,0.75
10.04.2005,13.8,2.78,5.56,1.07,3.28,3.28,0.65
11.04.2005,12.2,2.56,5.19,0.97,3.02,3.02,0.62
12.04.2005,11.1,2.4,4.84,0.88,2.8,2.8,0.63
13.04.2005,10.1,2.34,4.76,0.82,2.69,2.69,0.61
14.04.2005,10.1,2.29,4.56,0.79,2.62,2.62,0.59
15.04.2005,9.64,2.21,4.33,0.73,2.44,2.44,0.56
16.04.2005,9.15,2.11,4.2,0.66,2.49,2.49,0.53
