date,blankenstein,hölle,hof,kautendorf,oberkotzau,rehau,weißdorf
01.01.2000,15.2,4.9,7.36,1.18,3.14,3.14,0.92
02.01.2000,14.2,4.42,7.12,NA,NA,NA,0.89
03.01.2000,13.3,4.38,6.89,1.18,2.98,2.98,0.93
04.01.2000,13.3,4.47,7.21,1.1,3.02,3.02,1.21
05.01.2000,27.5,9.66,12.41,2.18,7.29,7.29,3.35
06.01.2000,27.5,7.32,12.83,2.64,5.78,5.78,1.67
07.01.2000,22.1,6.94,10.12,2.22,4.22,4.22,1.46
08.01.2000,23.8,7.22,NA,2.54,4.7,4.7,1.62
09.01.2000,24.4,NA,NA,2.49,4.59,4.59,1.52
10.01.2000,26.7,NA,NA,2.81,5.1,5.1,1.56
11.01.2000,22.7,NA,NA,2.65,NA,NA,1.28
12.01.2000,19.6,5.32,NA,1.9,3.82,3.82,1.07
13.01.2000,17.1,5.19,7.67,1.58,3.33,3.33,0.89
14.01.2000,15.2,4.74,7.49,1.4,NA,NA,NA
15.01.2000,13.3,NA,7.01,1.1,NA,NA,0.78
16.01.2000,11.8,3.69,6.64,1,NA,NA,NA
17.01.2000,11.8,3.83,6.46,0.82,2.77,2.77,0.76
18.01.2000,21.6,9.57,9.77,1.68,5.67,5.67,2.26
19.01.2000,25.1,7.54,12.6,2.58,5.57,5.57,1.59
20.01.2000,17.6,5.52,8.55,1.37,3.31,3.31,0.89
21.01.2000,15.7,5.16,7.78,1.13,2.89,2.89,0.82
22.01.2000,14.2,4.64,7.47,NA,2.64,2.64,NA
23.01.2000,13.3,4.56,6.9,0.87,2.43,2.43,0.63
24.01.2000,10.4,3.52,6.44,0.73,2.12,2.12,0.66
25.01.2000,8.54,3.38,6.2,NA,NA,NA,0.65
26.01.2000,9,2.89,NA,NA,NA,NA,0.64
27.01.2000,9.46,3.18,5.49,NA,NA,NA,0.65
28.01.2000,8.54,2.7,5.35,0.61,2.12,2.12,0.65
29.01.2000,12.3,7.35,9.51,0.96,5.19,5.19,1.86
30.01.2000,88.1,33.03,36.33,6.74,23.15,23.15,9.64
31.01.2000,80,25.29,28.35,6.39,14.72,14.72,6.09
01.02.2000,71,25.39,25.36,5.71,11.71,11.71,3.96
02.02.2000,53,18.88,18.25,4.17,7.54,7.54,2.62
03.02.2000,43.9,14.63,16.28,3.42,6.96,6.96,2.24
04.02.2000,37.3,11.33,14.73,2.97,6.53,6.53,2.03
05.02.2000,32.4,10.58,13.22,2.63,6.15,6.15,1.83
06.02.2000,26.7,8.33,12.3,NA,5.56,5.56,1.72
07.02.2000,24.4,8.12,11.59,2.12,5.6,5.6,1.67
08.02.2000,26.7,9.76,12.11,2,6.44,6.44,3.22
09.02.2000,33.2,10.95,15.39,1.96,9.11,9.11,4.29
10.02.2000,27.5,8.19,12.3,1.66,6.54,6.54,1.96
11.02.2000,25.1,8.74,11.55,1.51,6.38,6.38,2.13
12.02.2000,22.7,7.15,10.85,NA,5.54,5.54,1.75
13.02.2000,21.6,6.86,9.97,1.25,5.14,5.14,1.57
14.02.2000,21.6,6.84,9.89,1.27,5.33,5.33,1.52
15.02.2000,21.1,7.64,10.05,1.24,5.52,5.52,1.95
16.02.2000,33.2,10.78,14.52,1.65,9.13,9.13,3.75
17.02.2000,35.7,9.04,15,1.97,8.52,8.52,2.21
18.02.2000,25.9,7.68,11.7,1.49,6.24,6.24,1.64
19.02.2000,24.4,7.61,10.7,1.54,6.17,6.17,1.65
20.02.2000,26.7,7.16,NA,1.78,6.87,6.87,1.76
21.02.2000,22.7,6.28,9.81,1.56,5.83,5.83,1.51
22.02.2000,20.6,5.33,9.56,1.22,5.14,5.14,1.31
23.02.2000,19.1,4.95,9.04,NA,4.78,4.78,1.2
24.02.2000,19.6,4.99,8.96,1.23,4.98,4.98,1.49
25.02.2000,40.6,15.25,17.55,2.64,12.82,12.82,5.73
26.02.2000,53,14.4,22,3.78,12.34,12.34,2.81
27.02.2000,35.7,9.49,13.64,2.35,7.25,7.25,1.76
28.02.2000,29.1,8.27,12.12,2.14,6.44,6.44,1.57
29.02.2000,26.7,7.99,11.18,1.86,6.05,6.05,1.46
01.03.2000,39,11.83,15.64,2.11,10.15,10.15,2.35
02.03.2000,41.4,10.63,17.1,2.4,9.27,9.27,1.99
03.03.2000,40.6,12.57,15.88,2.38,8.81,8.81,3.2
04.03.2000,53.9,14.27,21.06,3.59,12.91,12.91,3.97
05.03.2000,42.2,10.38,16.72,3.21,8.46,8.46,1.88
06.03.2000,32.4,9.23,14.42,2.61,7.45,7.45,1.67
07.03.2000,29.9,8.68,13.72,2.41,7.46,7.46,1.68
08.03.2000,31.6,9.68,14.15,2.43,8.4,8.4,2.88
09.03.2000,43.1,16.03,19.06,2.9,13.27,13.27,6.04
10.03.2000,53,17,23.29,3.39,12.91,12.91,3.74
11.03.2000,47.2,14.68,19.95,3.57,11.66,11.66,3.74
12.03.2000,49.6,15.04,21.19,3.86,11.91,11.91,2.97
13.03.2000,39,11.01,17.32,3.45,9.22,9.22,2.14
14.03.2000,36.5,12.46,17.86,3.01,9.79,9.79,4.26
15.03.2000,54.8,15.49,26.09,3.99,17.45,17.45,7.88
16.03.2000,45.5,11.38,20.2,3.48,11.05,11.05,2.49
17.03.2000,59.3,14.92,24.78,6.59,14.57,14.57,4.32
18.03.2000,68.3,15.56,28.57,7.67,14.96,14.96,3.04
19.03.2000,52.1,12.42,20.71,4.64,10.93,10.93,2.29
20.03.2000,42.2,9.92,17.86,4.38,8.95,8.95,1.91
21.03.2000,35.7,8.89,15.86,3.59,8.22,8.22,1.61
22.03.2000,30.8,7.37,14.38,2.96,7.51,7.51,1.53
23.03.2000,26.7,6.45,13.33,2.48,6.73,6.73,1.36
24.03.2000,25.1,6.31,13.03,2.35,6.52,6.52,1.25
25.03.2000,23.8,6.03,12.19,2.26,6.08,6.08,1.18
26.03.2000,21.1,4.91,11.54,2.07,5.62,5.62,1.06
27.03.2000,20.1,4.99,10.78,1.86,5.45,5.45,1.05
28.03.2000,20.1,4.77,10.6,1.92,5.43,5.43,1.06
29.03.2000,18.1,4.23,10.06,1.67,4.81,4.81,0.91
30.03.2000,21.6,5.61,12.34,1.87,6.94,6.94,2.13
31.03.2000,27.5,5.8,14.23,2.54,6.77,6.77,1.7
01.04.2000,21.6,4.91,11.36,2.26,5.63,5.63,1.23
02.04.2000,19.6,4.21,10.23,1.77,5.11,5.11,1.31
03.04.2000,17.6,4.08,9.17,1.58,4.49,4.49,1.13
04.04.2000,16.7,3.73,8.55,NA,4.22,4.22,0.95
05.04.2000,15.7,3.3,8.24,1.38,4.09,4.09,0.84
06.04.2000,14.2,3.14,7.78,1.29,3.79,3.79,0.72
07.04.2000,13.3,2.9,7.13,1.06,3.34,3.34,NA
08.04.2000,12.3,2.73,6.47,1.07,3.02,3.02,0.69
09.04.2000,11.4,2.47,6.26,0.97,2.94,2.94,0.66
10.04.2000,10.9,2.52,5.85,0.84,2.81,2.81,0.64
11.04.2000,10.4,2.63,5.84,0.81,2.87,2.87,0.62
12.04.2000,11.4,2.71,6.07,0.83,2.87,2.87,0.66
13.04.2000,11.4,2.77,6,0.85,2.7,2.7,0.63
14.04.2000,12.3,3.19,6.71,0.93,3.22,3.22,0.78
15.04.2000,11.8,2.58,6.25,0.92,2.89,2.89,0.66
16.04.2000,9.46,2.23,5.72,0.76,2.5,2.5,NA
17.04.2000,9,2.01,5.35,0.68,2.2,2.2,0.56
18.04.2000,9,1.84,5.11,0.6,2.15,2.15,NA
19.04.2000,10.4,2.3,5.48,0.67,2.38,2.38,NA
20.04.2000,9.46,2.05,5.3,0.7,2.32,2.32,NA
21.04.2000,8.54,1.82,4.76,0.56,2.02,2.02,0.49
22.04.2000,7.62,1.71,4.52,0.52,1.94,1.94,0.42
23.04.2000,7.17,1.59,4.25,NA,1.83,1.83,0.41
24.04.2000,7.17,1.79,4.28,0.46,1.8,1.8,0.45
25.04.2000,8.54,1.76,4.69,0.57,2.07,2.07,0.49
26.04.2000,7.17,1.69,4.23,0.47,1.8,1.8,0.45
27.04.2000,6.37,1.59,4.07,0.53,NA,NA,0.41
28.04.2000,6.02,1.56,3.75,0.39,1.65,1.65,NA
29.04.2000,5.69,1.3,6.92,0.43,1.66,1.66,NA
30.04.2000,8.54,4.12,3.91,0.41,1.74,1.74,0.51
01.05.2000,9,3.49,4.58,0.61,2.49,2.49,1.43
02.05.2000,6.75,1.79,3.96,NA,1.8,1.8,0.46
03.05.2000,6.75,1.7,3.68,0.47,1.61,1.61,0.41
04.05.2000,6.02,1.57,3.17,0.3,1.39,1.39,NA
05.05.2000,5.36,1.5,3.13,0.27,1.49,1.49,0.34
06.05.2000,5.36,1.38,3.07,0.26,1.43,1.43,NA
07.05.2000,4.38,1.31,2.84,NA,1.36,1.36,0.31
08.05.2000,5.03,1.52,2.91,0.23,1.42,1.42,0.36
09.05.2000,4.7,1.5,4,0.23,1.28,1.28,NA
10.05.2000,5.36,1.34,2.79,0.25,1.27,1.27,NA
11.05.2000,4.08,1.22,2.5,0.19,1.18,1.18,0.28
12.05.2000,3.78,1.15,2.37,0.19,NA,NA,NA
13.05.2000,3.78,1.1,2.27,0.15,1.12,1.12,0.24
14.05.2000,3.53,1.06,2.25,0.16,1.14,1.14,NA
15.05.2000,3.53,1.02,2.21,0.14,1.2,1.2,0.24
16.05.2000,3.53,1,2.04,0.12,1.11,1.11,0.22
17.05.2000,3.34,0.97,2.01,0.13,1.12,1.12,0.22
18.05.2000,3.34,1.06,2.04,0.12,1.06,1.06,NA
19.05.2000,3.53,1.11,2.11,NA,1.12,1.12,0.23
20.05.2000,4.08,1.25,2.31,0.15,1.16,1.16,0.28
21.05.2000,4.08,1.06,2.3,0.18,1.25,1.25,0.26
22.05.2000,4.38,1.27,2.45,0.18,1.23,1.23,0.31
23.05.2000,4.08,1.17,2.38,0.16,1.12,1.12,0.28
24.05.2000,3.53,1,2.22,0.16,1.04,1.04,NA
25.05.2000,3.34,1.01,2.15,0.14,1.03,1.03,0.22
26.05.2000,3.78,1.14,2.07,0.14,1.06,1.06,NA
27.05.2000,3.34,0.97,1.94,0.14,1.04,1.04,NA
28.05.2000,3.34,1.16,1.96,0.11,1.05,1.05,NA
29.05.2000,3.34,1.02,1.96,0.1,1.05,1.05,0.22
30.05.2000,3.34,1.02,1.88,0.11,1.04,1.04,NA
31.05.2000,3.78,1.13,1.98,0.14,1.11,1.11,0.22
01.06.2000,3.53,0.94,2.07,0.15,1.05,1.05,0.21
02.06.2000,3.19,0.88,1.81,0.1,0.98,0.98,0.22
03.06.2000,3.06,0.85,1.7,0.08,0.94,0.94,0.18
04.06.2000,2.95,0.83,1.64,0.11,0.9,0.9,NA
05.06.2000,3.06,2.33,2.63,0.11,1.37,1.37,0.87
06.06.2000,8.54,2.4,4.04,0.17,2.53,2.53,1.61
07.06.2000,5.36,1.36,2.53,0.15,1.38,1.38,0.6
08.06.2000,4.38,1.11,2.5,0.19,1.62,1.62,0.37
09.06.2000,3.34,0.92,1.74,0.12,1.08,1.08,0.24
10.06.2000,3.06,0.82,1.53,0.12,0.96,0.96,0.44
11.06.2000,4.38,1.09,2.56,0.22,1.45,1.45,0.76
12.06.2000,5.69,1.2,2.58,0.16,1.71,1.71,1.09
13.06.2000,3.78,0.82,1.97,0.17,1.06,1.06,0.35
14.06.2000,3.34,1.17,2.02,0.12,1.22,1.22,0.27
15.06.2000,4.7,1.3,1.76,0.14,0.98,0.98,NA
16.06.2000,3.34,0.85,1.61,0.13,1.04,1.04,0.21
17.06.2000,3.19,0.78,1.6,0.11,NA,NA,NA
18.06.2000,3.06,0.72,1.53,0.08,NA,NA,NA
19.06.2000,2.95,0.7,1.47,0.07,0.97,0.97,0.19
20.06.2000,2.83,0.71,1.52,0.05,1.07,1.07,NA
21.06.2000,2.83,0.65,1.44,0.06,NA,NA,0.17
22.06.2000,2.73,0.62,1.46,NA,1.02,1.02,NA
23.06.2000,2.73,0.65,1.52,0.08,1.14,1.14,0.16
24.06.2000,3.06,0.95,1.84,0.06,1.27,1.27,0.24
25.06.2000,3.53,0.96,1.98,0.09,1.21,1.21,0.21
26.06.2000,3.53,0.77,1.71,0.1,1.1,1.1,0.23
27.06.2000,3.06,0.71,1.44,0.09,1.01,1.01,0.18
28.06.2000,2.95,0.66,1.5,0.12,1.08,1.08,NA
29.06.2000,3.06,0.65,1.46,0.08,1.04,1.04,NA
30.06.2000,2.83,0.64,1.5,0.07,1.09,1.09,0.14
01.07.2000,2.83,0.6,1.63,0.05,1.14,1.14,NA
02.07.2000,2.83,0.6,1.61,NA,1.16,1.16,NA
03.07.2000,5.03,1.44,3.38,0.25,1.7,1.7,0.35
04.07.2000,3.53,1.09,2.99,0.31,1.57,1.57,0.29
05.07.2000,6.37,1.73,2.68,0.32,1.41,1.41,0.19
06.07.2000,3.34,0.83,1.61,0.13,1.04,1.04,NA
07.07.2000,2.95,0.8,1.53,0.1,0.98,0.98,0.19
08.07.2000,5.03,1.75,2.62,0.24,1.97,1.97,0.58
09.07.2000,6.37,1.2,2.92,0.29,1.66,1.66,0.4
10.07.2000,6.75,2.62,2.61,0.22,1.51,1.51,0.78
11.07.2000,6.02,1.51,2.94,0.18,1.72,1.72,0.45
12.07.2000,4.08,1.58,2.07,0.15,1.39,1.39,0.36
13.07.2000,3.78,1.19,1.99,0.14,1.16,1.16,NA
14.07.2000,3.34,1.37,1.73,0.13,1.15,1.15,0.41
15.07.2000,7.62,2.77,3.62,0.6,1.95,1.95,0.7
16.07.2000,7.17,1.66,3.33,0.51,1.81,1.81,0.48
17.07.2000,4.7,1.29,2.19,0.23,1.22,1.22,0.34
18.07.2000,3.53,1.13,1.71,0.21,1.11,1.11,NA
19.07.2000,3.06,0.99,1.68,0.15,1.04,1.04,0.23
20.07.2000,3.19,1.01,1.67,0.14,1.04,1.04,NA
21.07.2000,3.06,0.88,1.57,0.13,0.92,0.92,0.22
22.07.2000,3.06,0.84,1.55,0.12,1,1,0.2
23.07.2000,2.95,0.78,1.33,0.1,0.96,0.96,NA
24.07.2000,2.95,0.99,1.56,0.07,0.99,0.99,0.28
25.07.2000,4.08,1.49,2.49,0.14,1.81,1.81,0.94
26.07.2000,3.53,1.02,1.96,0.09,1.13,1.13,0.43
27.07.2000,3.53,1.16,1.83,0.08,1.14,1.14,0.36
28.07.2000,4.08,1.33,2.43,0.16,1.6,1.6,0.54
29.07.2000,3.78,1.16,1.95,0.19,1.28,1.28,0.87
30.07.2000,4.08,1.27,2.68,0.31,1.79,1.79,0.99
31.07.2000,4.08,1.23,2.51,0.49,1.45,1.45,0.8
01.08.2000,3.34,0.96,1.87,0.24,1.14,1.14,0.37
02.08.2000,3.19,1.36,1.63,0.2,1.15,1.15,0.34
03.08.2000,3.19,0.85,1.71,0.21,1.25,1.25,0.33
04.08.2000,3.53,1.46,1.64,0.19,1.04,1.04,0.32
05.08.2000,3.06,1.09,1.63,0.18,1.1,1.1,0.34
06.08.2000,2.95,0.74,1.46,0.21,1.11,1.11,NA
07.08.2000,2.95,0.83,1.52,0.2,1.13,1.13,0.47
08.08.2000,3.06,0.96,1.74,0.21,1.26,1.26,0.36
09.08.2000,3.06,0.81,1.86,0.21,1.25,1.25,0.34
10.08.2000,2.83,0.67,1.75,0.14,1.24,1.24,0.36
11.08.2000,3.06,0.84,1.8,0.16,1.32,1.32,0.26
12.08.2000,2.95,0.81,1.57,0.15,1.19,1.19,0.23
13.08.2000,2.73,0.68,1.5,0.12,1.07,1.07,0.21
14.08.2000,2.73,0.7,1.4,0.1,1.07,1.07,0.2
15.08.2000,2.65,0.65,1.36,0.06,1.13,1.13,NA
16.08.2000,2.65,0.66,1.45,0.05,1.11,1.11,0.18
17.08.2000,2.58,0.72,1.42,0.06,1.1,1.1,0.18
18.08.2000,2.58,0.66,1.39,0.07,1.1,1.1,NA
19.08.2000,2.73,0.62,1.33,0.07,0.98,0.98,0.17
20.08.2000,2.73,0.61,1.3,0.06,1.03,1.03,0.15
21.08.2000,3.06,0.99,1.51,0.09,1.06,1.06,0.21
22.08.2000,5.69,1.81,2.4,0.22,1.37,1.37,0.26
23.08.2000,3.53,0.77,1.62,0.17,1.07,1.07,0.19
24.08.2000,3.06,0.7,1.43,0.09,1.04,1.04,0.18
25.08.2000,2.65,0.64,1.34,0.05,1.03,1.03,NA
26.08.2000,2.73,0.58,1.54,0.06,1.27,1.27,NA
27.08.2000,2.83,0.57,1.51,0.06,NA,NA,NA
28.08.2000,2.83,0.65,1.64,0.06,1.31,1.31,0.15
29.08.2000,3.06,0.62,1.77,0.09,1.24,1.24,NA
30.08.2000,2.83,0.59,1.58,0.08,1.26,1.26,NA
31.08.2000,2.73,0.6,2.78,0.12,3.61,3.61,0.17
01.09.2000,4.08,0.58,3.69,2.4,1.42,1.42,NA
02.09.2000,9.93,2.15,4.89,1.47,1.71,1.71,0.42
03.09.2000,6.37,1.44,2.7,0.93,1.38,1.38,0.24
04.09.2000,4.08,0.97,2.25,0.7,1.33,1.33,0.24
05.09.2000,3.53,0.86,1.94,0.54,1.24,1.24,0.18
06.09.2000,3.19,0.8,1.81,0.3,1.19,1.19,NA
07.09.2000,4.7,1.93,2.45,0.42,1.57,1.57,0.32
08.09.2000,6.02,1.66,2.82,0.37,1.55,1.55,0.34
09.09.2000,3.78,1.07,2.03,0.32,1.21,1.21,0.22
10.09.2000,3.34,0.85,1.82,0.27,1.01,1.01,0.19
11.09.2000,2.95,0.91,1.65,0.21,0.95,0.95,0.18
12.09.2000,2.95,0.86,1.53,0.16,0.91,0.91,NA
13.09.2000,2.95,0.81,1.54,0.17,0.91,0.91,NA
14.09.2000,2.83,0.77,1.48,0.14,0.93,0.93,NA
15.09.2000,2.83,0.78,1.55,0.13,0.83,0.83,NA
16.09.2000,3.06,0.98,1.41,0.16,0.86,0.86,0.21
17.09.2000,4.7,1.74,2.48,0.24,1.23,1.23,0.32
18.09.2000,4.08,1.1,2.15,0.27,1.28,1.28,0.23
19.09.2000,3.19,0.95,1.59,0.19,1,1,0.18
20.09.2000,2.95,0.82,1.46,0.15,1.02,1.02,0.2
21.09.2000,3.78,1.24,2.97,0.44,1.23,1.23,0.22
22.09.2000,6.02,1.47,2.74,0.52,1.3,1.3,0.27
23.09.2000,4.08,1.18,2.02,0.4,0.95,0.95,0.19
24.09.2000,3.53,0.98,1.72,0.26,0.92,0.92,NA
25.09.2000,3.34,0.95,1.58,0.25,0.91,0.91,0.18
26.09.2000,3.34,0.96,1.77,0.22,0.85,0.85,0.19
27.09.2000,3.53,0.96,1.97,0.23,1,1,0.18
28.09.2000,3.19,0.88,1.48,0.23,0.85,0.85,0.17
29.09.2000,2.95,0.85,1.33,0.2,0.85,0.85,0.18
30.09.2000,2.83,0.88,1.42,0.2,0.97,0.97,0.2
01.10.2000,2.73,0.83,1.37,0.16,0.76,0.76,0.18
02.10.2000,3.06,1.02,1.48,0.21,0.99,0.99,0.19
03.10.2000,2.95,0.85,1.47,0.23,0.88,0.88,0.23
04.10.2000,2.83,0.77,1.31,0.16,0.91,0.91,0.17
05.10.2000,2.65,0.75,1.17,0.15,0.73,0.73,NA
06.10.2000,3.06,1.15,1.23,0.23,0.84,0.84,0.2
07.10.2000,4.7,1.72,3.01,0.3,1.43,1.43,0.36
08.10.2000,10.4,2.54,4.44,1.39,2.22,2.22,0.74
09.10.2000,5.69,1.42,2.62,0.75,1.04,1.04,0.3
10.10.2000,4.38,1.23,1.93,0.55,0.91,0.91,0.25
11.10.2000,3.78,1.18,1.8,0.41,0.92,0.92,0.22
12.10.2000,4.7,1.68,2.05,0.42,1.12,1.12,0.33
13.10.2000,4.08,1.35,2.15,0.42,1.04,1.04,0.27
14.10.2000,3.53,1.34,1.88,0.36,0.99,0.99,0.33
15.10.2000,3.34,1.11,1.35,0.33,0.86,0.86,0.24
16.10.2000,3.19,1.04,1.95,0.27,0.87,0.87,0.22
17.10.2000,3.78,1.13,1.96,0.25,0.79,0.79,0.17
18.10.2000,3.53,0.99,1.8,0.22,0.81,0.81,0.16
19.10.2000,3.34,0.97,1.56,0.22,0.79,0.79,0.18
20.10.2000,3.19,0.92,1.97,0.23,0.77,0.77,0.19
21.10.2000,3.19,1.04,1.79,0.25,0.81,0.81,0.18
22.10.2000,2.83,0.93,1.86,0.19,0.83,0.83,NA
23.10.2000,2.95,0.9,1.44,0.17,0.74,0.74,0.17
24.10.2000,3.06,1.07,1.48,0.2,0.75,0.75,0.17
25.10.2000,3.06,1,1.59,0.17,0.77,0.77,0.18
26.10.2000,3.53,1.38,1.58,0.22,0.94,0.94,0.19
27.10.2000,3.78,1.19,1.88,0.23,1,1,0.18
28.10.2000,3.53,1.31,1.99,0.3,0.95,0.95,0.25
29.10.2000,3.34,1.1,1.91,0.2,0.95,0.95,0.24
30.10.2000,3.06,1.01,1.76,0.14,0.94,0.94,0.24
31.10.2000,3.78,1.65,1.7,0.15,1.08,1.08,0.43
01.11.2000,4.38,1.42,2.27,0.18,1.3,1.3,0.42
02.11.2000,3.34,1.15,1.84,0.17,0.96,0.96,NA
03.11.2000,3.19,1.16,1.77,0.17,0.93,0.93,0.25
04.11.2000,3.53,1.28,1.73,0.21,0.86,0.86,0.26
05.11.2000,3.19,1.12,1.82,0.19,0.88,0.88,0.24
06.11.2000,2.83,1.09,1.63,0.2,0.88,0.88,0.25
07.11.2000,3.06,1.12,1.77,0.16,0.88,0.88,0.22
08.11.2000,3.19,1.02,2.01,0.15,0.82,0.82,NA
09.11.2000,3.34,1.17,1.91,0.17,0.84,0.84,NA
10.11.2000,3.34,1.23,1.76,0.13,0.75,0.75,NA
11.11.2000,3.19,1.14,1.65,0.14,0.81,0.81,0.22
12.11.2000,3.19,1.04,1.64,0.11,0.77,0.77,NA
13.11.2000,3.06,1.02,1.61,0.12,0.84,0.84,0.19
14.11.2000,3.34,1.46,1.84,0.14,0.87,0.87,0.21
15.11.2000,6.37,2.33,2.49,0.31,1.33,1.33,0.46
16.11.2000,4.38,1.43,2.11,0.25,1.04,1.04,0.23
17.11.2000,5.03,1.75,2.15,0.36,1.01,1.01,0.32
18.11.2000,6.02,1.95,2.66,0.4,1.46,1.46,0.4
19.11.2000,5.36,1.56,2.44,0.32,1.03,1.03,0.29
20.11.2000,5.03,1.57,2.21,0.29,0.98,0.98,0.29
21.11.2000,4.38,1.61,2.27,0.26,0.87,0.87,NA
22.11.2000,4.08,1.51,2,0.24,0.92,0.92,NA
23.11.2000,3.34,1.44,1.79,0.23,NA,NA,NA
24.11.2000,3.34,1.38,1.68,0.19,NA,NA,NA
25.11.2000,3.34,1.32,1.71,0.23,0.82,0.82,NA
26.11.2000,3.34,1.5,1.71,0.2,0.87,0.87,NA
27.11.2000,4.38,1.95,1.86,0.25,0.99,0.99,0.35
28.11.2000,4.7,1.81,2.39,0.33,1.07,1.07,0.35
29.11.2000,6.37,1.77,2.84,0.74,1.09,1.09,0.38
30.11.2000,4.7,1.63,2.37,0.47,0.88,0.88,0.31
01.12.2000,4.08,1.54,2.14,0.39,0.9,0.9,NA
02.12.2000,3.78,1.52,2.05,0.35,NA,NA,0.28
03.12.2000,3.53,1.5,2.02,NA,NA,NA,NA
04.12.2000,3.53,1.48,1.94,0.33,0.93,0.93,0.3
05.12.2000,3.53,1.59,1.92,0.3,0.85,0.85,0.37
06.12.2000,3.78,1.45,2.12,0.32,1.06,1.06,0.37
07.12.2000,3.53,1.37,2.02,NA,0.94,0.94,0.3
08.12.2000,3.34,1.32,1.93,0.27,0.9,0.9,NA
09.12.2000,3.34,1.23,1.86,0.27,0.84,0.84,0.25
10.12.2000,3.53,1.75,1.91,0.21,0.88,0.88,0.31
11.12.2000,6.02,2.79,2.63,0.29,1.48,1.48,0.61
12.12.2000,6.37,2.74,2.8,0.29,1.59,1.59,0.87
13.12.2000,6.37,2.48,3.09,0.25,1.5,1.5,0.52
14.12.2000,9,4.73,3.53,0.37,1.6,1.6,0.79
15.12.2000,23.8,11.05,8.47,0.91,5.31,5.31,4.03
16.12.2000,22.1,7.61,7.33,0.95,3.12,3.12,1.53
17.12.2000,15.7,5.43,4.96,0.63,1.95,1.95,0.67
18.12.2000,12.3,4.53,3.82,0.52,1.64,1.64,0.56
19.12.2000,10.4,3.84,3.26,0.47,1.48,1.48,0.47
20.12.2000,9,3.29,2.91,0.44,1.44,1.44,0.43
21.12.2000,7.17,2.65,2.66,0.35,1.31,1.31,0.36
22.12.2000,5.36,2.2,2.07,0.32,1.28,1.28,0.32
23.12.2000,5.69,2.05,2.16,0.34,NA,NA,0.28
24.12.2000,5.69,2.01,NA,0.32,NA,NA,0.29
25.12.2000,6.02,1.94,NA,0.31,1.18,1.18,0.35
26.12.2000,5.36,1.82,NA,0.32,1.15,1.15,NA
27.12.2000,5.03,1.67,NA,0.33,1.04,1.04,NA
28.12.2000,4.7,1.65,2.22,0.29,1.06,1.06,NA
29.12.2000,4.38,1.35,2.19,0.25,0.99,0.99,NA
30.12.2000,4.08,1.46,2.14,0.25,1.01,1.01,NA
31.12.2000,3.78,NA,NA,0.24,NA,NA,NA
01.01.2001,3.53,1.47,1.86,0.27,0.93,0.93,0.3
02.01.2001,3.78,1.66,2.06,0.28,0.99,0.99,0.47
03.01.2001,4.7,1.86,2.38,NA,1.23,1.23,0.6
04.01.2001,5.03,2.02,2.54,0.25,1.2,1.2,0.45
05.01.2001,7.62,3.99,3.1,0.28,1.53,1.53,0.87
06.01.2001,26.7,11.37,8.8,0.95,5.09,5.09,2.97
07.01.2001,24.4,8.02,8.63,0.87,3.78,3.78,1.54
08.01.2001,17.6,6.06,5.78,0.68,2.53,2.53,1
09.01.2001,14.2,4.87,4.68,0.57,1.8,1.8,0.65
10.01.2001,11.8,4.26,3.82,0.47,1.58,1.58,NA
11.01.2001,10.9,4,3.81,NA,1.5,1.5,0.53
12.01.2001,9.46,3.18,3.38,0.42,1.39,1.39,0.49
13.01.2001,7.62,3.05,3.19,0.35,1.35,1.35,0.43
14.01.2001,5.69,NA,NA,0.4,1.32,1.32,0.4
15.01.2001,5.36,1.92,NA,0.36,NA,NA,0.42
16.01.2001,5.03,NA,2.57,0.33,NA,NA,0.42
17.01.2001,5.03,NA,2.36,0.29,NA,NA,0.34
18.01.2001,4.7,NA,2.26,0.32,NA,NA,0.32
19.01.2001,4.38,NA,2.21,0.28,NA,NA,0.31
20.01.2001,4.38,1.6,2.26,0.28,1.1,1.1,NA
21.01.2001,4.38,1.57,2.23,0.25,1.07,1.07,0.31
22.01.2001,4.38,1.56,2.17,0.28,1.16,1.16,0.32
23.01.2001,4.7,1.81,NA,0.3,NA,NA,0.32
24.01.2001,9.93,3.85,3.21,0.39,3.08,3.08,1.6
25.01.2001,21.1,7.44,7.98,0.76,6.11,6.11,2.86
26.01.2001,17.6,4.8,6.15,0.94,2.9,2.9,0.91
27.01.2001,16.2,4.43,5.88,0.94,2.46,2.46,0.78
28.01.2001,13.8,3.78,5.02,0.75,2.09,2.09,0.63
29.01.2001,11.4,3.34,4.49,0.68,1.77,1.77,0.56
30.01.2001,10.4,2.91,4,0.6,1.6,1.6,0.54
31.01.2001,9,2.61,3.58,0.51,1.62,1.62,0.5
01.02.2001,8.54,2.49,NA,0.51,1.49,1.49,NA
02.02.2001,7.62,2.41,3.24,0.43,NA,NA,0.44
03.02.2001,7.17,2.29,3.26,0.48,1.3,1.3,NA
04.02.2001,9,3.2,3.82,0.47,1.69,1.69,1.04
05.02.2001,33.2,12.48,10.56,1.51,5.97,5.97,4.29
06.02.2001,55.7,16.53,18.94,3.89,9.7,9.7,2.97
07.02.2001,38.1,10.68,12.52,3.08,4.79,4.79,1.61
08.02.2001,28.3,7.73,9.31,2.13,3.41,3.41,1.05
09.02.2001,22.7,6.83,7.71,1.71,2.91,2.91,0.92
